image,category,label
ISIC_0032760,NV,3
ISIC_0025338,NV,3
ISIC_0032506,NV,3
ISIC_0028439,NV,3
ISIC_0025728,NV,3
ISIC_0025967,NV,3
ISIC_0030361,NV,3
ISIC_0032979,NV,3
ISIC_0031490,NV,3
ISIC_0030597,NV,3
ISIC_0027955,NV,3
ISIC_0028580,NV,3
ISIC_0031757,NV,3
ISIC_0034014,NV,3
ISIC_0029739,NV,3
ISIC_0025028,NV,3
ISIC_0027623,NV,3
ISIC_0032054,NV,3
ISIC_0027203,NV,3
ISIC_0029759,NV,3
ISIC_0034148,NV,3
ISIC_0030471,NV,3
ISIC_0026657,NV,3
ISIC_0024878,NV,3
ISIC_0031162,NV,3
ISIC_0024341,NV,3
ISIC_0028242,NV,3
ISIC_0026190,NV,3
ISIC_0024433,NV,3
ISIC_0027946,NV,3
ISIC_0033767,NV,3
ISIC_0028523,NV,3
ISIC_0031884,NV,3
ISIC_0029743,NV,3
ISIC_0026363,NV,3
ISIC_0032294,NV,3
ISIC_0029112,NV,3
ISIC_0029214,NV,3
ISIC_0028153,NV,3
ISIC_0029583,NV,3
ISIC_0025405,NV,3
ISIC_0028581,NV,3
ISIC_0030235,NV,3
ISIC_0028380,NV,3
ISIC_0028545,NV,3
ISIC_0026918,NV,3
ISIC_0026039,NV,3
ISIC_0030127,NV,3
ISIC_0029125,NV,3
ISIC_0025142,NV,3
ISIC_0031595,NV,3
ISIC_0029254,NV,3
ISIC_0030302,NV,3
ISIC_0028235,NV,3
ISIC_0030862,NV,3
ISIC_0032853,NV,3
ISIC_0027645,NV,3
ISIC_0034261,NV,3
ISIC_0027133,NV,3
ISIC_0030948,NV,3
ISIC_0030952,NV,3
ISIC_0031886,NV,3
ISIC_0028409,NV,3
ISIC_0024818,NV,3
ISIC_0024734,NV,3
ISIC_0026272,NV,3
ISIC_0032167,NV,3
ISIC_0028828,NV,3
ISIC_0030734,NV,3
ISIC_0026127,NV,3
ISIC_0028295,NV,3
ISIC_0026038,NV,3
ISIC_0027241,NV,3
ISIC_0031797,NV,3
ISIC_0028363,NV,3
ISIC_0028256,NV,3
ISIC_0028282,NV,3
ISIC_0029645,NV,3
ISIC_0030042,NV,3
ISIC_0026541,NV,3
ISIC_0028874,NV,3
ISIC_0030921,NV,3
ISIC_0028845,NV,3
ISIC_0030362,NV,3
ISIC_0024398,NV,3
ISIC_0024642,NV,3
ISIC_0026106,NV,3
ISIC_0026672,NV,3
ISIC_0028753,NV,3
ISIC_0027895,NV,3
ISIC_0032584,NV,3
ISIC_0031934,NV,3
ISIC_0026006,NV,3
ISIC_0034072,NV,3
ISIC_0028319,NV,3
ISIC_0029806,NV,3
ISIC_0028125,NV,3
ISIC_0029641,NV,3
ISIC_0029815,NV,3
ISIC_0029784,NV,3
ISIC_0034088,NV,3
ISIC_0032607,NV,3
ISIC_0030209,NV,3
ISIC_0024657,NV,3
ISIC_0026932,NV,3
ISIC_0031975,NV,3
ISIC_0034288,NV,3
ISIC_0029894,NV,3
ISIC_0032062,NV,3
ISIC_0029594,NV,3
ISIC_0025868,NV,3
ISIC_0032077,NV,3
ISIC_0025784,NV,3
ISIC_0029088,NV,3
ISIC_0026161,NV,3
ISIC_0028450,NV,3
ISIC_0033340,NV,3
ISIC_0032279,NV,3
ISIC_0029087,NV,3
ISIC_0033972,NV,3
ISIC_0031807,NV,3
ISIC_0028522,NV,3
ISIC_0030779,NV,3
ISIC_0033970,NV,3
ISIC_0028151,NV,3
ISIC_0027244,NV,3
ISIC_0034234,NV,3
ISIC_0026536,NV,3
ISIC_0033919,NV,3
ISIC_0025070,NV,3
ISIC_0024377,NV,3
ISIC_0034309,NV,3
ISIC_0025860,NV,3
ISIC_0028315,NV,3
ISIC_0033827,NV,3
ISIC_0024755,NV,3
ISIC_0029692,NV,3
ISIC_0025683,NV,3
ISIC_0033715,NV,3
ISIC_0024831,NV,3
ISIC_0028700,NV,3
ISIC_0030958,NV,3
ISIC_0029581,NV,3
ISIC_0029485,NV,3
ISIC_0028400,NV,3
ISIC_0024342,NV,3
ISIC_0025280,NV,3
ISIC_0033237,NV,3
ISIC_0026197,NV,3
ISIC_0025399,NV,3
ISIC_0030409,NV,3
ISIC_0030239,NV,3
ISIC_0030525,NV,3
ISIC_0033207,NV,3
ISIC_0025306,NV,3
ISIC_0024921,NV,3
ISIC_0025722,NV,3
ISIC_0031867,NV,3
ISIC_0029699,NV,3
ISIC_0026888,NV,3
ISIC_0033342,NV,3
ISIC_0031047,NV,3
ISIC_0031547,NV,3
ISIC_0031274,NV,3
ISIC_0031420,NV,3
ISIC_0031750,NV,3
ISIC_0028133,NV,3
ISIC_0033423,NV,3
ISIC_0032101,NV,3
ISIC_0034102,NV,3
ISIC_0029718,NV,3
ISIC_0029768,NV,3
ISIC_0031032,NV,3
ISIC_0032817,NV,3
ISIC_0026597,NV,3
ISIC_0030640,NV,3
ISIC_0026151,NV,3
ISIC_0029349,NV,3
ISIC_0032616,NV,3
ISIC_0027716,NV,3
ISIC_0030886,NV,3
ISIC_0029748,NV,3
ISIC_0030534,NV,3
ISIC_0027257,NV,3
ISIC_0031726,NV,3
ISIC_0028053,NV,3
ISIC_0032010,NV,3
ISIC_0030004,NV,3
ISIC_0031727,NV,3
ISIC_0025849,NV,3
ISIC_0031758,NV,3
ISIC_0033862,NV,3
ISIC_0028981,NV,3
ISIC_0031553,NV,3
ISIC_0025888,NV,3
ISIC_0029364,NV,3
ISIC_0031626,NV,3
ISIC_0032527,NV,3
ISIC_0033541,NV,3
ISIC_0028553,NV,3
ISIC_0027655,NV,3
ISIC_0034295,NV,3
ISIC_0028586,NV,3
ISIC_0033288,NV,3
ISIC_0025429,NV,3
ISIC_0030186,NV,3
ISIC_0026587,NV,3
ISIC_0028049,NV,3
ISIC_0033927,NV,3
ISIC_0026866,NV,3
ISIC_0031460,NV,3
ISIC_0027942,NV,3
ISIC_0024661,NV,3
ISIC_0029695,NV,3
ISIC_0033689,NV,3
ISIC_0025639,NV,3
ISIC_0026317,NV,3
ISIC_0024430,NV,3
ISIC_0031715,NV,3
ISIC_0031944,NV,3
ISIC_0032705,NV,3
ISIC_0025999,NV,3
ISIC_0031134,NV,3
ISIC_0024568,NV,3
ISIC_0028333,NV,3
ISIC_0025077,NV,3
ISIC_0024388,NV,3
ISIC_0028859,NV,3
ISIC_0029623,NV,3
ISIC_0027217,NV,3
ISIC_0028142,NV,3
ISIC_0027406,NV,3
ISIC_0033658,NV,3
ISIC_0025655,NV,3
ISIC_0024578,NV,3
ISIC_0033463,NV,3
ISIC_0030669,NV,3
ISIC_0027148,NV,3
ISIC_0026041,NV,3
ISIC_0026278,NV,3
ISIC_0024856,NV,3
ISIC_0027870,NV,3
ISIC_0028639,NV,3
ISIC_0030278,NV,3
ISIC_0027351,NV,3
ISIC_0028738,NV,3
ISIC_0032033,NV,3
ISIC_0027319,NV,3
ISIC_0027315,NV,3
ISIC_0027877,NV,3
ISIC_0026054,NV,3
ISIC_0031488,NV,3
ISIC_0025533,NV,3
ISIC_0024405,NV,3
ISIC_0033842,NV,3
ISIC_0028397,NV,3
ISIC_0031194,NV,3
ISIC_0032471,NV,3
ISIC_0024309,NV,3
ISIC_0031172,NV,3
ISIC_0026817,NV,3
ISIC_0026599,NV,3
ISIC_0027166,NV,3
ISIC_0029871,NV,3
ISIC_0031290,NV,3
ISIC_0029388,NV,3
ISIC_0032849,NV,3
ISIC_0029461,NV,3
ISIC_0031099,NV,3
ISIC_0028480,NV,3
ISIC_0028096,NV,3
ISIC_0032896,NV,3
ISIC_0029688,NV,3
ISIC_0028337,NV,3
ISIC_0025055,NV,3
ISIC_0025690,NV,3
ISIC_0028945,NV,3
ISIC_0030949,NV,3
ISIC_0027779,NV,3
ISIC_0024413,NV,3
ISIC_0033273,NV,3
ISIC_0026722,NV,3
ISIC_0029228,NV,3
ISIC_0031325,NV,3
ISIC_0034270,NV,3
ISIC_0033398,NV,3
ISIC_0025213,NV,3
ISIC_0027497,NV,3
ISIC_0028408,NV,3
ISIC_0031830,NV,3
ISIC_0030957,NV,3
ISIC_0025252,NV,3
ISIC_0028494,NV,3
ISIC_0032163,NV,3
ISIC_0025065,NV,3
ISIC_0030287,NV,3
ISIC_0030194,NV,3
ISIC_0026620,NV,3
ISIC_0033567,NV,3
ISIC_0025290,NV,3
ISIC_0025840,NV,3
ISIC_0025958,NV,3
ISIC_0026048,NV,3
ISIC_0027137,NV,3
ISIC_0029423,NV,3
ISIC_0028338,NV,3
ISIC_0029117,NV,3
ISIC_0032178,NV,3
ISIC_0033382,NV,3
ISIC_0029073,NV,3
ISIC_0026512,NV,3
ISIC_0031419,NV,3
ISIC_0028800,NV,3
ISIC_0028241,NV,3
ISIC_0028664,NV,3
ISIC_0025768,NV,3
ISIC_0029479,NV,3
ISIC_0032962,NV,3
ISIC_0032865,NV,3
ISIC_0025047,NV,3
ISIC_0025897,NV,3
ISIC_0031422,NV,3
ISIC_0032458,NV,3
ISIC_0028379,NV,3
ISIC_0025925,NV,3
ISIC_0033220,NV,3
ISIC_0028608,NV,3
ISIC_0033370,NV,3
ISIC_0031184,NV,3
ISIC_0032606,NV,3
ISIC_0024828,NV,3
ISIC_0028691,NV,3
ISIC_0030536,NV,3
ISIC_0027633,NV,3
ISIC_0028286,NV,3
ISIC_0030697,NV,3
ISIC_0024912,NV,3
ISIC_0026771,NV,3
ISIC_0028030,NV,3
ISIC_0032676,NV,3
ISIC_0033525,NV,3
ISIC_0027926,NV,3
ISIC_0033673,NV,3
ISIC_0027489,NV,3
ISIC_0024645,NV,3
ISIC_0031070,NV,3
ISIC_0028202,NV,3
ISIC_0025401,NV,3
ISIC_0028549,NV,3
ISIC_0031610,NV,3
ISIC_0024401,NV,3
ISIC_0030614,NV,3
ISIC_0029095,NV,3
ISIC_0025194,NV,3
ISIC_0032405,NV,3
ISIC_0032735,NV,3
ISIC_0031548,NV,3
ISIC_0029148,NV,3
ISIC_0025861,NV,3
ISIC_0029038,NV,3
ISIC_0027479,NV,3
ISIC_0028301,NV,3
ISIC_0024683,NV,3
ISIC_0030989,NV,3
ISIC_0032995,NV,3
ISIC_0027948,NV,3
ISIC_0026305,NV,3
ISIC_0034277,NV,3
ISIC_0033418,NV,3
ISIC_0033950,NV,3
ISIC_0030301,NV,3
ISIC_0034177,NV,3
ISIC_0028528,NV,3
ISIC_0027031,NV,3
ISIC_0028776,NV,3
ISIC_0031139,NV,3
ISIC_0025200,NV,3
ISIC_0027619,NV,3
ISIC_0027045,NV,3
ISIC_0031039,NV,3
ISIC_0030499,NV,3
ISIC_0033589,NV,3
ISIC_0031921,NV,3
ISIC_0029714,NV,3
ISIC_0030562,NV,3
ISIC_0024637,NV,3
ISIC_0029657,NV,3
ISIC_0032007,NV,3
ISIC_0028966,NV,3
ISIC_0027061,NV,3
ISIC_0030520,NV,3
ISIC_0031739,NV,3
ISIC_0025088,NV,3
ISIC_0026818,NV,3
ISIC_0026944,NV,3
ISIC_0029076,NV,3
ISIC_0029075,NV,3
ISIC_0025256,NV,3
ISIC_0027353,NV,3
ISIC_0031587,NV,3
ISIC_0026578,NV,3
ISIC_0032085,NV,3
ISIC_0026269,NV,3
ISIC_0031224,NV,3
ISIC_0026256,NV,3
ISIC_0030431,NV,3
ISIC_0025152,NV,3
ISIC_0031347,NV,3
ISIC_0030166,NV,3
ISIC_0028102,NV,3
ISIC_0029946,NV,3
ISIC_0030786,NV,3
ISIC_0028802,NV,3
ISIC_0028290,NV,3
ISIC_0033840,NV,3
ISIC_0030771,NV,3
ISIC_0032411,NV,3
ISIC_0033895,NV,3
ISIC_0032464,NV,3
ISIC_0029736,NV,3
ISIC_0026736,NV,3
ISIC_0027614,NV,3
ISIC_0031777,NV,3
ISIC_0032172,NV,3
ISIC_0030629,NV,3
ISIC_0029218,NV,3
ISIC_0027818,NV,3
ISIC_0028572,NV,3
ISIC_0034240,NV,3
ISIC_0025328,NV,3
ISIC_0028402,NV,3
ISIC_0032042,NV,3
ISIC_0028535,NV,3
ISIC_0027169,NV,3
ISIC_0033351,NV,3
ISIC_0032272,NV,3
ISIC_0027177,NV,3
ISIC_0025456,NV,3
ISIC_0032377,NV,3
ISIC_0027741,NV,3
ISIC_0034080,NV,3
ISIC_0027070,NV,3
ISIC_0034152,NV,3
ISIC_0032651,NV,3
ISIC_0029925,NV,3
ISIC_0028819,NV,3
ISIC_0029923,NV,3
ISIC_0027150,NV,3
ISIC_0030087,NV,3
ISIC_0025274,NV,3
ISIC_0032791,NV,3
ISIC_0027980,NV,3
ISIC_0028164,NV,3
ISIC_0025619,NV,3
ISIC_0028698,NV,3
ISIC_0032375,NV,3
ISIC_0033542,NV,3
ISIC_0028557,NV,3
ISIC_0028762,NV,3
ISIC_0033897,NV,3
ISIC_0030775,NV,3
ISIC_0026448,NV,3
ISIC_0025843,NV,3
ISIC_0024790,NV,3
ISIC_0030003,NV,3
ISIC_0032284,NV,3
ISIC_0026743,NV,3
ISIC_0028905,NV,3
ISIC_0032286,NV,3
ISIC_0025190,NV,3
ISIC_0032543,NV,3
ISIC_0026966,NV,3
ISIC_0032141,NV,3
ISIC_0031933,NV,3
ISIC_0032628,NV,3
ISIC_0024417,NV,3
ISIC_0033214,NV,3
ISIC_0026285,NV,3
ISIC_0024905,NV,3
ISIC_0032565,NV,3
ISIC_0025920,NV,3
ISIC_0034273,NV,3
ISIC_0030388,NV,3
ISIC_0026162,NV,3
ISIC_0029004,NV,3
ISIC_0025212,NV,3
ISIC_0032765,NV,3
ISIC_0033236,NV,3
ISIC_0025740,NV,3
ISIC_0032401,NV,3
ISIC_0031379,NV,3
ISIC_0027121,NV,3
ISIC_0026910,NV,3
ISIC_0024485,NV,3
ISIC_0030161,NV,3
ISIC_0024368,NV,3
ISIC_0026979,NV,3
ISIC_0025715,NV,3
ISIC_0033313,NV,3
ISIC_0027975,NV,3
ISIC_0032145,NV,3
ISIC_0028956,NV,3
ISIC_0033136,NV,3
ISIC_0027391,NV,3
ISIC_0027933,NV,3
ISIC_0025773,NV,3
ISIC_0031388,NV,3
ISIC_0033511,NV,3
ISIC_0025535,NV,3
ISIC_0030524,NV,3
ISIC_0033729,NV,3
ISIC_0027627,NV,3
ISIC_0031288,NV,3
ISIC_0033502,NV,3
ISIC_0026594,NV,3
ISIC_0029219,NV,3
ISIC_0026807,NV,3
ISIC_0024928,NV,3
ISIC_0031128,NV,3
ISIC_0028088,NV,3
ISIC_0030584,NV,3
ISIC_0033311,NV,3
ISIC_0029977,NV,3
ISIC_0025647,NV,3
ISIC_0027705,NV,3
ISIC_0026786,NV,3
ISIC_0025104,NV,3
ISIC_0026398,NV,3
ISIC_0030274,NV,3
ISIC_0031195,NV,3
ISIC_0025739,NV,3
ISIC_0028269,NV,3
ISIC_0031476,NV,3
ISIC_0030831,NV,3
ISIC_0033965,NV,3
ISIC_0026240,NV,3
ISIC_0029850,NV,3
ISIC_0027384,NV,3
ISIC_0032712,NV,3
ISIC_0032301,NV,3
ISIC_0026638,NV,3
ISIC_0027603,NV,3
ISIC_0033035,NV,3
ISIC_0025745,NV,3
ISIC_0030046,NV,3
ISIC_0031815,NV,3
ISIC_0029084,NV,3
ISIC_0026165,NV,3
ISIC_0028748,NV,3
ISIC_0033503,NV,3
ISIC_0026404,NV,3
ISIC_0033495,NV,3
ISIC_0033016,NV,3
ISIC_0028919,NV,3
ISIC_0026373,NV,3
ISIC_0029864,NV,3
ISIC_0029055,NV,3
ISIC_0026924,NV,3
ISIC_0033043,NV,3
ISIC_0027997,NV,3
ISIC_0028073,NV,3
ISIC_0030878,NV,3
ISIC_0025779,NV,3
ISIC_0032669,NV,3
ISIC_0027698,NV,3
ISIC_0028274,NV,3
ISIC_0026160,NV,3
ISIC_0026600,NV,3
ISIC_0027122,NV,3
ISIC_0025067,NV,3
ISIC_0026183,NV,3
ISIC_0030656,NV,3
ISIC_0031742,NV,3
ISIC_0030860,NV,3
ISIC_0031265,NV,3
ISIC_0029507,NV,3
ISIC_0032211,NV,3
ISIC_0030983,NV,3
ISIC_0026195,NV,3
ISIC_0028342,NV,3
ISIC_0024998,NV,3
