image,category,label
ISIC_0058687,BCC,1
ISIC_0053692,BCC,1
ISIC_0053601,BCC,1
ISIC_0056889,BCC,1
ISIC_0070312,BCC,1
ISIC_0070824,BCC,1
ISIC_0066997,BCC,1
ISIC_0056696,BCC,1
ISIC_0068363,BCC,1
ISIC_0057804,BCC,1
ISIC_0061596,BCC,1
ISIC_0064684,BCC,1
ISIC_0061135,BCC,1
ISIC_0067990,BCC,1
ISIC_0059094,BCC,1
ISIC_0024573,BCC,1
ISIC_0025971,BCC,1
ISIC_0062868,BCC,1
ISIC_0029082,BCC,1
ISIC_0066654,BCC,1
ISIC_0065565,BCC,1
ISIC_0030197,BCC,1
ISIC_0072693,BCC,1
ISIC_0063563,BCC,1
ISIC_0059912,BCC,1
ISIC_0068113,BCC,1
ISIC_0054116,BCC,1
ISIC_0061284,BCC,1
ISIC_0030746,BCC,1
ISIC_0071419,BCC,1
ISIC_0028457,BCC,1
ISIC_0059950,BCC,1
ISIC_0033468,BCC,1
ISIC_0062645,BCC,1
ISIC_0058463,BCC,1
ISIC_0072450,BCC,1
ISIC_0060101,BCC,1
ISIC_0055567,BCC,1
ISIC_0061363,BCC,1
ISIC_0056810,BCC,1
ISIC_0029129,BCC,1
ISIC_0054504,BCC,1
ISIC_0058722,BCC,1
ISIC_0064544,BCC,1
ISIC_0073047,BCC,1
ISIC_0057175,BCC,1
ISIC_0055886,BCC,1
ISIC_0056235,BCC,1
ISIC_0028693,BCC,1
ISIC_0064324,BCC,1
ISIC_0054575,BCC,1
ISIC_0064679,BCC,1
ISIC_0025691,BCC,1
ISIC_0062733,BCC,1
ISIC_0031171,BCC,1
ISIC_0067057,BCC,1
ISIC_0063199,BCC,1
ISIC_0060983,BCC,1
ISIC_0071899,BCC,1
ISIC_0056144,BCC,1
ISIC_0057503,BCC,1
ISIC_0070718,BCC,1
ISIC_0057748,BCC,1
ISIC_0028168,BCC,1
ISIC_0024360,BCC,1
ISIC_0066623,BCC,1
ISIC_0070015,BCC,1
ISIC_0059080,BCC,1
ISIC_0031041,BCC,1
ISIC_0056548,BCC,1
ISIC_0065489,BCC,1
ISIC_0066221,BCC,1
ISIC_0062121,BCC,1
ISIC_0067103,BCC,1
ISIC_0063512,BCC,1
ISIC_0065876,BCC,1
ISIC_0066965,BCC,1
ISIC_0069382,BCC,1
ISIC_0060476,BCC,1
ISIC_0065743,BCC,1
ISIC_0057114,BCC,1
ISIC_0071991,BCC,1
ISIC_0067680,BCC,1
ISIC_0034026,BCC,1
ISIC_0066841,BCC,1
ISIC_0071792,BCC,1
ISIC_0070027,BCC,1
ISIC_0071548,BCC,1
ISIC_0062825,BCC,1
ISIC_0057755,BCC,1
ISIC_0071867,BCC,1
ISIC_0028989,BCC,1
ISIC_0069001,BCC,1
ISIC_0059236,BCC,1
ISIC_0070663,BCC,1
ISIC_0064714,BCC,1
ISIC_0070687,BCC,1
ISIC_0061861,BCC,1
ISIC_0061683,BCC,1
ISIC_0054735,BCC,1
ISIC_0026192,BCC,1
ISIC_0063720,BCC,1
ISIC_0055353,BCC,1
ISIC_0027595,BCC,1
ISIC_0065082,BCC,1
ISIC_0032316,BCC,1
ISIC_0059999,BCC,1
ISIC_0072453,BCC,1
ISIC_0027281,BCC,1
ISIC_0069525,BCC,1
ISIC_0069926,BCC,1
ISIC_0070034,BCC,1
ISIC_0053867,BCC,1
ISIC_0067000,BCC,1
ISIC_0053514,BCC,1
ISIC_0065890,BCC,1
ISIC_0061571,BCC,1
ISIC_0060409,BCC,1
ISIC_0024452,BCC,1
ISIC_0024673,BCC,1
ISIC_0062194,BCC,1
ISIC_0024515,BCC,1
ISIC_0054688,BCC,1
ISIC_0059592,BCC,1
ISIC_0024443,BCC,1
ISIC_0057820,BCC,1
ISIC_0029680,BCC,1
ISIC_0072229,BCC,1
ISIC_0060588,BCC,1
ISIC_0065833,BCC,1
ISIC_0069714,BCC,1
ISIC_0028197,BCC,1
ISIC_0027601,BCC,1
ISIC_0027722,BCC,1
ISIC_0026090,BCC,1
ISIC_0053913,BCC,1
ISIC_0029602,BCC,1
ISIC_0066248,BCC,1
ISIC_0071670,BCC,1
ISIC_0056550,BCC,1
ISIC_0059509,BCC,1
ISIC_0066960,BCC,1
ISIC_0064747,BCC,1
ISIC_0071199,BCC,1
ISIC_0025600,BCC,1
ISIC_0061696,BCC,1
ISIC_0068987,BCC,1
ISIC_0063004,BCC,1
ISIC_0069650,BCC,1
ISIC_0055940,BCC,1
ISIC_0058984,BCC,1
ISIC_0065602,BCC,1
ISIC_0054448,BCC,1
ISIC_0061337,BCC,1
ISIC_0063586,BCC,1
ISIC_0054799,BCC,1
ISIC_0065570,BCC,1
ISIC_0061923,BCC,1
ISIC_0067264,BCC,1
ISIC_0033504,BCC,1
ISIC_0068659,BCC,1
ISIC_0060748,BCC,1
ISIC_0033499,BCC,1
ISIC_0053626,BCC,1
ISIC_0058767,BCC,1
ISIC_0069467,BCC,1
ISIC_0057827,BCC,1
ISIC_0054602,BCC,1
ISIC_0056157,BCC,1
ISIC_0061955,BCC,1
ISIC_0072978,BCC,1
ISIC_0060288,BCC,1
ISIC_0032415,BCC,1
ISIC_0064460,BCC,1
ISIC_0054723,BCC,1
ISIC_0060685,BCC,1
ISIC_0053559,BCC,1
ISIC_0029647,BCC,1
ISIC_0054845,BCC,1
ISIC_0072105,BCC,1
ISIC_0030766,BCC,1
ISIC_0069718,BCC,1
ISIC_0059882,BCC,1
ISIC_0029564,BCC,1
ISIC_0055766,BCC,1
ISIC_0059914,BCC,1
ISIC_0059213,BCC,1
ISIC_0057666,BCC,1
ISIC_0054121,BCC,1
ISIC_0053993,BCC,1
ISIC_0071102,BCC,1
ISIC_0060031,BCC,1
ISIC_0069378,BCC,1
ISIC_0061313,BCC,1
ISIC_0031298,BCC,1
ISIC_0065063,BCC,1
ISIC_0072141,BCC,1
ISIC_0062393,BCC,1
ISIC_0067088,BCC,1
ISIC_0062288,BCC,1
ISIC_0058202,BCC,1
ISIC_0031539,BCC,1
ISIC_0031640,BCC,1
ISIC_0069639,BCC,1
ISIC_0070057,BCC,1
ISIC_0063503,BCC,1
ISIC_0059989,BCC,1
ISIC_0067313,BCC,1
ISIC_0065462,BCC,1
ISIC_0054595,BCC,1
ISIC_0053537,BCC,1
ISIC_0029747,BCC,1
ISIC_0028739,BCC,1
ISIC_0070355,BCC,1
ISIC_0072491,BCC,1
ISIC_0057751,BCC,1
ISIC_0072666,BCC,1
ISIC_0069886,BCC,1
ISIC_0054658,BCC,1
ISIC_0072605,BCC,1
ISIC_0027337,BCC,1
ISIC_0060514,BCC,1
ISIC_0029392,BCC,1
ISIC_0066549,BCC,1
ISIC_0061220,BCC,1
ISIC_0069038,BCC,1
ISIC_0070883,BCC,1
ISIC_0029805,BCC,1
ISIC_0063270,BCC,1
ISIC_0058698,BCC,1
ISIC_0059562,BCC,1
ISIC_0053731,BCC,1
ISIC_0062936,BCC,1
ISIC_0073149,BCC,1
ISIC_0032139,BCC,1
ISIC_0056585,BCC,1
ISIC_0062224,BCC,1
ISIC_0057574,BCC,1
ISIC_0072750,BCC,1
ISIC_0056963,BCC,1
ISIC_0069301,BCC,1
ISIC_0071116,BCC,1
ISIC_0066271,BCC,1
ISIC_0025513,BCC,1
ISIC_0053719,BCC,1
ISIC_0057255,BCC,1
ISIC_0058784,BCC,1
ISIC_0070672,BCC,1
ISIC_0060825,BCC,1
ISIC_0070406,BCC,1
ISIC_0054156,BCC,1
ISIC_0032991,BCC,1
ISIC_0061661,BCC,1
ISIC_0064354,BCC,1
ISIC_0068169,BCC,1
ISIC_0066310,BCC,1
ISIC_0064018,BCC,1
ISIC_0054975,BCC,1
ISIC_0030737,BCC,1
ISIC_0028818,BCC,1
ISIC_0056497,BCC,1
ISIC_0031351,BCC,1
ISIC_0072673,BCC,1
ISIC_0055629,BCC,1
ISIC_0061174,BCC,1
ISIC_0071295,BCC,1
ISIC_0056177,BCC,1
ISIC_0069335,BCC,1
ISIC_0067819,BCC,1
ISIC_0057998,BCC,1
ISIC_0064644,BCC,1
ISIC_0063506,BCC,1
ISIC_0060149,BCC,1
ISIC_0062789,BCC,1
ISIC_0030755,BCC,1
ISIC_0058735,BCC,1
ISIC_0072698,BCC,1
ISIC_0053550,BCC,1
ISIC_0062962,BCC,1
ISIC_0062129,BCC,1
ISIC_0071923,BCC,1
ISIC_0059961,BCC,1
ISIC_0058466,BCC,1
ISIC_0058043,BCC,1
ISIC_0053621,BCC,1
ISIC_0032850,BCC,1
ISIC_0066608,BCC,1
ISIC_0072732,BCC,1
ISIC_0065483,BCC,1
ISIC_0065362,BCC,1
ISIC_0030659,BCC,1
ISIC_0069255,BCC,1
ISIC_0070472,BCC,1
ISIC_0032030,BCC,1
ISIC_0057179,BCC,1
ISIC_0061555,BCC,1
ISIC_0067063,BCC,1
ISIC_0054190,BCC,1
ISIC_0059920,BCC,1
ISIC_0055021,BCC,1
ISIC_0066816,BCC,1
ISIC_0053483,BCC,1
ISIC_0072623,BCC,1
ISIC_0059865,BCC,1
ISIC_0031698,BCC,1
ISIC_0071873,BCC,1
ISIC_0054065,BCC,1
ISIC_0070994,BCC,1
ISIC_0071979,BCC,1
ISIC_0066233,BCC,1
ISIC_0056146,BCC,1
ISIC_0026988,BCC,1
ISIC_0056942,BCC,1
ISIC_0030271,BCC,1
ISIC_0064884,BCC,1
ISIC_0068694,BCC,1
ISIC_0065314,BCC,1
ISIC_0032164,BCC,1
ISIC_0070536,BCC,1
ISIC_0030526,BCC,1
ISIC_0025467,BCC,1
ISIC_0064200,BCC,1
ISIC_0031789,BCC,1
ISIC_0028747,BCC,1
ISIC_0065666,BCC,1
ISIC_0068358,BCC,1
ISIC_0067272,BCC,1
ISIC_0026442,BCC,1
ISIC_0066736,BCC,1
ISIC_0069907,BCC,1
ISIC_0065174,BCC,1
ISIC_0029278,BCC,1
ISIC_0066807,BCC,1
ISIC_0060162,BCC,1
ISIC_0070197,BCC,1
ISIC_0027774,BCC,1
ISIC_0071967,BCC,1
ISIC_0064639,BCC,1
ISIC_0058419,BCC,1
ISIC_0055221,BCC,1
ISIC_0072662,BCC,1
ISIC_0058868,BCC,1
ISIC_0055600,BCC,1
ISIC_0068786,BCC,1
ISIC_0055677,BCC,1
ISIC_0069589,BCC,1
ISIC_0059997,BCC,1
ISIC_0059854,BCC,1
ISIC_0070053,BCC,1
ISIC_0065384,BCC,1
ISIC_0057308,BCC,1
ISIC_0067681,BCC,1
ISIC_0059657,BCC,1
ISIC_0066478,BCC,1
ISIC_0055323,BCC,1
ISIC_0055455,BCC,1
ISIC_0031569,BCC,1
ISIC_0060627,BCC,1
ISIC_0056095,BCC,1
ISIC_0062225,BCC,1
ISIC_0056100,BCC,1
ISIC_0069082,BCC,1
ISIC_0064824,BCC,1
ISIC_0061175,BCC,1
ISIC_0068399,BCC,1
ISIC_0062303,BCC,1
ISIC_0071893,BCC,1
ISIC_0072480,BCC,1
ISIC_0026656,BCC,1
ISIC_0055748,BCC,1
ISIC_0061587,BCC,1
ISIC_0065626,BCC,1
ISIC_0032185,BCC,1
ISIC_0064439,BCC,1
ISIC_0060896,BCC,1
ISIC_0061056,BCC,1
ISIC_0027229,BCC,1
ISIC_0062096,BCC,1
ISIC_0070319,BCC,1
ISIC_0056918,BCC,1
ISIC_0067554,BCC,1
ISIC_0063419,BCC,1
ISIC_0060139,BCC,1
ISIC_0072293,BCC,1
ISIC_0071570,BCC,1
ISIC_0071665,BCC,1
ISIC_0028059,BCC,1
ISIC_0055893,BCC,1
ISIC_0055444,BCC,1
ISIC_0031614,BCC,1
ISIC_0055638,BCC,1
ISIC_0055855,BCC,1
ISIC_0056372,BCC,1
ISIC_0065328,BCC,1
ISIC_0060928,BCC,1
ISIC_0053463,BCC,1
ISIC_0065116,BCC,1
ISIC_0067850,BCC,1
ISIC_0031258,BCC,1
ISIC_0070532,BCC,1
ISIC_0072034,BCC,1
ISIC_0071890,BCC,1
ISIC_0029331,BCC,1
ISIC_0063338,BCC,1
ISIC_0072515,BCC,1
ISIC_0060223,BCC,1
ISIC_0066040,BCC,1
ISIC_0059111,BCC,1
ISIC_0059847,BCC,1
ISIC_0062904,BCC,1
